Pos	Length
27257	133
27258	132
27259	131
27260	130
27261	129
27262	128
27263	127
27264	126
27265	125
27266	124
27267	123
27268	122
27269	121
27270	120
27271	119
27272	118
27273	117
27274	116
27275	115
27276	114
27277	113
27278	112
27279	111
27280	110
27281	109
27282	108
27283	107
27284	106
27285	105
27286	104
27287	103
27288	102
27289	101
27290	100
27291	99
27292	98
27293	97
27294	96
27295	95
27296	94
27297	93
27298	92
27299	91
27300	90
27301	89
27302	88
27303	87
27304	86
27305	85
27306	84
27307	83
27308	82
27309	81
27310	80
27311	79
27312	78
27313	77
27314	76
27315	75
27316	74
27317	73
27318	72
27319	71
27320	70
27321	69
27322	68
27323	67
27324	66
27325	65
27326	64
27327	63
27328	62
27329	61
27330	60
27331	59
27332	58
27333	57
27334	56
27335	55
27336	54
27337	53
27338	52
27339	51
27340	50
27341	49
27342	48
27343	47
27344	46
27345	45
27346	44
27347	43
27348	42
27349	41
27350	40
27351	39
27352	38
27353	37
27354	36
27355	35
27356	34
27357	33
27358	32
27359	31
27360	30
27361	29
27362	28
27363	27
27364	26
27365	25
27366	24
27367	23
27368	22
27369	21
27370	20
27371	19
27372	18
27373	17
27374	16
27375	15
27376	14
27377	20
27378	19
27379	18
27380	17
27381	16
27382	15
27383	14
27384	13
27385	12
27386	11
27387	10
27388	9
27389	8
27390	320
27391	319
27392	318
27393	317
27394	316
27395	315
27396	314
27397	313
27398	312
27399	311
27400	310
27401	309
27402	308
27403	307
27404	306
27405	305
27406	304
27407	303
27408	302
27409	301
27410	300
27411	299
27412	298
27413	297
27414	296
27415	295
27416	294
27417	293
27418	292
27419	291
27420	290
27421	446
27422	445
27423	444
27424	443
27425	442
27426	441
27427	440
27428	439
27429	438
27430	437
27431	436
27432	435
27433	434
27434	433
27435	432
27436	431
27437	430
27438	429
27439	428
27440	427
27441	426
27442	425
27443	424
27444	423
27445	422
27446	421
27447	420
27448	419
27449	418
27450	417
27451	416
27452	415
27453	414
27454	413
27455	412
27456	411
27457	410
27458	409
27459	408
27460	407
27461	406
27462	405
27463	404
27464	403
27465	402
27466	401
27467	400
27468	399
27469	398
27470	397
27471	396
27472	395
27473	394
27474	393
27475	392
27476	391
27477	390
27478	389
27479	388
27480	387
27481	386
27482	385
27483	384
27484	383
27485	382
27486	381
27487	380
27488	379
27489	378
27490	377
27491	376
27492	375
27493	374
27494	373
27495	372
27496	371
27497	370
27498	369
27499	368
27500	367
27501	366
27502	365
27503	364
27504	363
27505	362
27506	361
27507	360
27508	359
27509	358
27510	357
27511	356
27512	355
27513	354
27514	353
27515	352
27516	351
27517	350
27518	349
27519	348
27520	347
27521	346
27522	345
27523	344
27524	343
27525	342
27526	341
27527	340
27528	339
27529	338
27530	337
27531	336
27532	335
27533	334
27534	333
27535	332
27536	331
27537	330
27538	329
27539	328
27540	327
27541	326
27542	325
27543	324
27544	323
27545	322
27546	321
27547	320
27548	319
27549	318
27550	317
27551	316
27552	315
27553	314
27554	313
27555	312
27556	311
27557	310
27558	309
27559	308
27560	307
27561	306
27562	305
27563	304
27564	303
27565	302
27566	301
27567	300
27568	299
27569	298
27570	297
27571	296
27572	295
27573	294
27574	293
27575	292
27576	291
27577	290
27578	289
27579	288
27580	287
27581	286
27582	285
27583	284
27584	283
27585	282
27586	281
27587	280
27588	279
27589	278
27590	277
27591	276
27592	275
27593	274
27594	273
27595	272
27596	271
27597	270
27598	269
27599	268
27600	267
27601	266
27602	265
27603	264
27604	263
27605	262
27606	261
27607	260
27608	259
27609	258
27610	257
27611	256
27612	255
27613	254
27614	253
27615	252
27616	251
27617	250
27618	249
27619	248
27620	247
27621	246
27622	245
27623	244
27624	243
27625	242
27626	241
27627	240
27628	239
27629	238
27630	237
27631	236
27632	235
27633	234
27634	233
27635	232
27636	231
27637	230
27638	229
27639	228
27640	227
27641	226
27642	225
27643	224
27644	223
27645	222
27646	221
27647	220
27648	219
27649	218
27650	217
27651	216
27652	215
27653	214
27654	213
27655	212
27656	211
27657	210
27658	209
27659	208
27660	207
27661	206
27662	205
27663	204
27664	203
27665	202
27666	201
27667	200
27668	199
27669	198
27670	197
27671	196
27672	195
27673	194
27674	193
27675	192
27676	191
27677	190
27678	189
27679	188
27680	187
27681	186
27682	185
27683	184
27684	183
27685	182
27686	181
27687	180
27688	179
27689	178
27690	177
27691	176
27692	175
27693	174
27694	173
27695	172
27696	171
27697	170
27698	169
27699	168
27700	167
27701	166
27702	165
27703	164
27704	163
27705	162
27706	161
27707	160
27708	159
27709	158
27710	248
27711	247
27712	246
27713	245
27714	244
27715	243
27716	242
27717	241
27718	240
27719	239
27720	238
27721	237
27722	236
27723	235
27724	234
27725	233
27726	232
27727	231
27728	230
27729	229
27730	228
27731	227
27732	226
27733	225
27734	224
27735	223
27736	222
27737	221
27738	220
27739	219
27740	218
27741	217
27742	216
27743	215
27744	214
27745	213
27746	212
27747	211
27748	210
27749	209
27750	208
27751	207
27752	206
27753	205
27754	204
27755	203
27756	202
27757	201
27758	200
27759	199
27760	198
27761	197
27762	196
27763	195
27764	194
27765	193
27766	192
27767	191
27768	190
27769	189
27770	188
27771	187
27772	186
27773	185
27774	184
27775	183
27776	182
27777	181
27778	180
27779	179
27780	178
27781	177
27782	176
27783	175
27784	174
27785	173
27786	172
27787	171
27788	170
27789	169
27790	168
27791	167
27792	166
27793	165
27794	164
27795	163
27796	162
27797	161
27798	160
27799	159
27800	158
27801	157
27802	156
27803	155
27804	154
27805	153
27806	152
27807	151
27808	150
27809	149
27810	148
27811	147
27812	146
27813	145
27814	144
27815	143
27816	142
27817	141
27818	140
27819	139
27820	138
27821	137
27822	136
27823	135
27824	134
27825	133
27826	132
27827	131
27828	130
27829	129
27830	128
27831	127
27832	126
27833	125
27834	124
27835	123
27836	122
27837	121
27838	120
27839	119
27840	118
27841	117
27842	116
27843	115
27844	114
27845	113
27846	112
27847	111
27848	110
27849	109
27850	108
27851	107
27852	106
27853	105
27854	104
27855	103
27856	102
27857	101
27858	100
27859	99
27860	98
27861	97
27862	96
27863	95
27864	94
27865	93
27866	92
27867	91
27868	90
27869	89
27870	88
27871	87
27872	86
27873	85
27874	84
27875	83
27876	82
27877	81
27878	80
27879	79
27880	78
27881	77
27882	76
27883	75
27884	74
27885	73
27886	72
27887	71
27888	70
27889	69
27890	68
27891	67
27892	66
27893	65
27894	64
27895	63
27896	62
27897	61
27898	60
27899	59
27900	58
27901	57
27902	56
27903	55
27904	54
27905	53
27906	52
27907	51
27908	50
27909	49
27910	48
27911	47
27912	46
27913	45
27914	44
27915	43
27916	42
27917	41
27918	40
27919	39
27920	38
27921	37
27922	36
27923	35
27924	34
27925	33
27926	32
27927	31
27928	30
27929	29
27930	28
27931	27
27932	26
27933	25
27934	24
27935	23
27936	22
27937	21
27938	20
27939	19
27940	18
27941	17
27942	16
27943	15
27944	14
27945	14
27946	13
27947	12
27948	11
27949	10
27950	9
27951	11
27952	15
27953	14
27954	13
27955	12
27956	11
27957	10
27958	246
27959	245
27960	244
27961	243
27962	242
27963	241
27964	240
27965	239
27966	238
27967	237
27968	236
27969	235
27970	234
27971	233
27972	232
27973	231
27974	230
27975	229
27976	228
27977	227
27978	226
27979	225
27980	224
27981	223
27982	222
27983	221
27984	220
27985	219
27986	218
27987	217
27988	216
27989	215
27990	214
27991	213
27992	212
27993	211
27994	210
27995	209
27996	208
27997	207
27998	206
27999	205
28000	204
28001	203
28002	202
28003	201
28004	200
28005	199
28006	198
28007	197
28008	196
28009	195
28010	194
28011	193
28012	192
28013	191
28014	190
28015	189
28016	188
28017	187
28018	186
28019	185
28020	184
28021	183
28022	182
28023	181
28024	180
28025	179
28026	178
28027	177
28028	176
28029	175
28030	174
28031	173
28032	172
28033	171
28034	170
28035	169
28036	168
28037	167
28038	166
28039	165
28040	164
28041	163
28042	162
28043	161
28044	160
28045	159
28046	158
28047	157
28048	156
28049	155
28050	154
28051	153
28052	152
28053	151
28054	150
28055	149
28056	148
28057	147
28058	146
28059	145
28060	144
28061	143
28062	142
28063	141
28064	140
28065	139
28066	138
28067	137
28068	136
28069	135
28070	134
28071	133
28072	132
28073	131
28074	130
28075	129
28076	128
28077	127
28078	126
28079	125
28080	124
28081	123
28082	199
28083	198
28084	197
28085	196
28086	195
28087	194
28088	193
28089	192
28090	191
28091	190
28092	189
28093	188
28094	187
28095	186
28096	185
28097	184
28098	183
28099	182
28100	181
28101	180
28102	179
28103	178
28104	177
28105	176
28106	175
28107	174
28108	173
28109	172
28110	171
28111	170
28112	169
28113	168
28114	167
28115	166
28116	165
28117	164
28118	163
28119	162
28120	161
28121	160
28122	159
28123	158
28124	157
28125	156
28126	155
28127	154
28128	153
28129	152
28130	151
28131	150
28132	149
28133	148
28134	147
28135	146
28136	145
28137	144
28138	143
28139	142
28140	141
28141	140
28142	139
28143	138
28144	137
28145	136
28146	135
28147	134
28148	133
28149	132
28150	131
28151	130
28152	129
28153	128
28154	127
28155	126
28156	125
28157	124
28158	123
28159	122
28160	121
28161	120
28162	119
28163	118
28164	117
28165	116
28166	115
28167	114
28168	113
28169	112
28170	111
28171	110
28172	109
28173	108
28174	107
28175	106
28176	105
28177	104
28178	103
28179	102
28180	101
28181	100
28182	99
28183	98
28184	97
28185	96
28186	95
28187	94
28188	93
28189	92
28190	91
28191	90
28192	89
28193	88
28194	87
28195	86
28196	85
28197	84
28198	83
28199	82
28200	81
28201	80
28202	79
28203	78
28204	77
28205	76
28206	75
28207	74
28208	73
28209	72
28210	71
28211	70
28212	69
28213	68
28214	67
28215	66
28216	65
28217	64
28218	63
28219	62
28220	61
28221	60
28222	59
28223	58
28224	57
28225	56
28226	55
28227	54
28228	53
28229	52
28230	51
28231	50
28232	49
28233	48
28234	47
28235	46
28236	45
28237	44
28238	43
28239	42
28240	41
28241	40
28242	39
28243	38
28244	37
28245	36
28246	35
28247	34
28248	33
28249	32
28250	31
28251	30
28252	29
28253	28
28254	27
28255	26
28256	25
28257	24
28258	23
28259	22
28260	21
28261	20
28262	19
28263	18
28264	17
28265	16
28266	15
28267	14
28268	13
28269	12
28270	11
28271	10
28272	9
28273	8
28274	7
28275	6
28276	5
28277	4
28278	5
28279	5
28280	6
28281	603
28282	602
28283	601
28284	600
28285	599
28286	598
28287	597
28288	596
28289	595
28290	594
28291	593
28292	592
28293	591
28294	590
28295	589
28296	588
28297	587
28298	586
28299	585
28300	584
28301	583
28302	582
28303	581
28304	580
28305	579
28306	578
28307	577
28308	576
28309	575
28310	574
28311	573
28312	572
28313	571
28314	570
28315	569
28316	568
28317	567
28318	566
28319	565
28320	564
28321	563
28322	562
28323	561
28324	560
28325	559
28326	558
28327	557
28328	556
28329	555
28330	554
28331	553
28332	552
28333	551
28334	550
28335	549
28336	548
28337	547
28338	546
28339	545
28340	544
28341	543
28342	542
28343	541
28344	540
28345	539
28346	538
28347	537
28348	536
28349	535
28350	534
28351	533
28352	532
28353	531
28354	530
28355	529
28356	528
28357	527
28358	526
28359	525
28360	524
28361	523
28362	522
28363	521
28364	520
28365	519
28366	518
28367	517
28368	516
28369	515
28370	514
28371	513
28372	512
28373	511
28374	510
28375	509
28376	508
28377	507
28378	506
28379	505
28380	504
28381	503
28382	502
28383	501
28384	500
28385	499
28386	498
28387	497
28388	496
28389	495
28390	494
28391	493
28392	492
28393	491
28394	490
28395	489
28396	488
28397	487
28398	486
28399	485
28400	484
28401	483
28402	482
28403	481
28404	480
28405	479
28406	478
28407	477
28408	476
28409	475
28410	474
28411	473
28412	472
28413	471
28414	470
28415	469
28416	468
28417	467
28418	466
28419	465
28420	464
28421	463
28422	462
28423	461
28424	460
28425	459
28426	458
28427	457
28428	456
28429	455
28430	454
28431	453
28432	452
28433	451
28434	450
28435	449
28436	448
28437	447
28438	446
28439	445
28440	444
28441	443
28442	442
28443	441
28444	440
28445	439
28446	438
28447	437
28448	436
28449	435
28450	434
28451	433
28452	432
28453	431
28454	430
28455	429
28456	428
28457	427
28458	426
28459	425
28460	424
28461	423
28462	422
28463	421
28464	420
28465	419
28466	418
28467	417
28468	416
28469	415
28470	414
28471	413
28472	412
28473	411
28474	410
28475	409
28476	408
28477	407
28478	406
28479	405
28480	404
28481	403
28482	402
28483	401
28484	400
28485	399
28486	398
28487	397
28488	396
28489	395
28490	394
28491	393
28492	392
28493	391
28494	390
28495	389
28496	388
28497	387
28498	386
28499	385
28500	384
28501	383
28502	382
28503	381
28504	380
28505	379
28506	378
28507	377
28508	376
28509	375
28510	374
28511	373
28512	372
28513	371
28514	370
28515	369
28516	368
28517	367
28518	366
28519	365
28520	364
28521	363
28522	362
28523	361
28524	360
28525	359
28526	358
28527	357
28528	356
28529	355
28530	354
28531	353
28532	352
28533	351
28534	350
28535	349
28536	348
28537	347
28538	346
28539	345
28540	344
28541	343
28542	342
28543	341
28544	340
28545	339
28546	338
28547	337
28548	336
28549	335
28550	334
28551	333
28552	332
28553	331
28554	330
28555	329
28556	328
28557	327
28558	326
28559	325
28560	324
28561	323
28562	322
28563	321
28564	320
28565	319
28566	318
28567	317
28568	316
28569	315
28570	314
28571	313
28572	312
28573	311
28574	310
28575	309
28576	308
28577	307
28578	306
28579	305
28580	304
28581	303
28582	302
28583	301
28584	300
28585	299
28586	298
28587	297
28588	296
28589	295
28590	294
28591	293
28592	292
28593	291
28594	290
28595	289
28596	288
28597	287
28598	286
28599	285
28600	284
28601	283
28602	282
28603	281
28604	280
28605	279
28606	278
28607	277
28608	276
28609	275
28610	274
28611	273
28612	272
28613	271
28614	270
28615	269
28616	268
28617	267
28618	266
28619	265
28620	264
28621	263
28622	262
28623	261
28624	260
28625	259
28626	258
28627	257
28628	256
28629	255
28630	254
28631	253
28632	252
28633	251
28634	250
28635	249
28636	248
28637	247
28638	246
28639	245
28640	244
28641	243
28642	242
28643	241
28644	240
28645	239
28646	238
28647	237
28648	236
28649	235
28650	234
28651	233
28652	232
28653	231
28654	230
28655	229
28656	228
28657	227
28658	226
28659	225
28660	224
28661	223
28662	222
28663	221
28664	220
28665	219
28666	218
28667	217
28668	216
28669	215
28670	214
28671	213
28672	212
28673	211
28674	210
28675	209
28676	208
28677	207
28678	206
28679	205
28680	204
28681	203
28682	202
28683	201
28684	200
28685	199
28686	198
28687	197
28688	196
28689	195
28690	194
28691	193
28692	192
28693	191
28694	190
28695	189
28696	188
28697	187
28698	186
28699	185
28700	184
28701	183
28702	182
28703	181
28704	180
28705	179
28706	178
28707	177
28708	176
28709	175
28710	174
28711	173
28712	172
28713	171
28714	170
28715	169
28716	168
28717	167
28718	166
28719	165
28720	164
28721	163
28722	162
28723	161
28724	160
28725	159
28726	158
28727	157
28728	156
28729	155
28730	154
28731	153
28732	152
28733	151
28734	150
28735	149
28736	148
28737	147
28738	146
28739	145
28740	144
28741	143
28742	142
28743	141
28744	140
28745	139
28746	138
28747	137
28748	136
28749	135
28750	134
28751	133
28752	132
28753	131
28754	130
28755	129
28756	128
28757	127
28758	126
28759	125
28760	124
28761	123
28762	122
28763	121
28764	120
28765	119
28766	118
28767	117
28768	116
28769	115
28770	114
28771	113
28772	112
28773	111
28774	110
28775	109
28776	108
28777	107
28778	106
28779	105
28780	104
28781	103
28782	102
28783	101
28784	100
28785	99
28786	98
28787	97
28788	96
28789	95
28790	94
28791	93
28792	92
28793	91
28794	90
28795	89
28796	88
28797	87
28798	86
28799	85
28800	84
28801	83
28802	82
28803	81
28804	80
28805	79
28806	78
28807	77
28808	76
28809	75
28810	74
28811	73
28812	72
28813	71
28814	70
28815	69
28816	68
28817	67
28818	66
28819	65
28820	64
28821	63
28822	62
28823	61
28824	60
28825	59
28826	58
28827	57
28828	56
28829	55
28830	54
28831	53
28832	52
28833	51
28834	50
28835	49
28836	48
28837	47
28838	46
28839	45
28840	44
28841	43
28842	42
28843	41
28844	40
28845	39
28846	38
28847	37
28848	36
28849	35
28850	34
28851	33
28852	32
28853	31
28854	30
28855	33
28856	32
28857	31
28858	30
28859	29
28860	28
28861	27
28862	26
28863	25
28864	24
28865	23
28866	22
28867	21
28868	20
28869	19
28870	18
28871	17
28872	16
28873	15
28874	14
28875	13
28876	12
28877	11
28878	10
28879	9
28880	8
28881	7
28882	6
28883	6
28884	6
28885	6
28886	6
28887	5
28888	165
28889	164
28890	163
28891	162
28892	161
28893	160
28894	159
28895	158
28896	157
28897	156
28898	155
28899	154
28900	153
28901	152
28902	151
28903	150
28904	149
28905	148
28906	147
28907	146
28908	145
28909	144
28910	143
28911	142
28912	141
28913	140
28914	139
28915	138
28916	137
28917	136
28918	135
28919	134
28920	133
28921	132
28922	131
28923	130
28924	129
28925	128
28926	127
28927	126
28928	125
28929	124
28930	123
28931	122
28932	121
28933	120
28934	119
28935	118
28936	117
28937	116
28938	115
28939	114
28940	113
28941	112
28942	111
28943	110
28944	109
28945	108
28946	107
28947	106
28948	105
28949	104
28950	103
28951	102
28952	101
28953	100
28954	99
28955	98
28956	97
28957	96
28958	95
28959	94
28960	93
28961	92
28962	91
28963	90
28964	89
28965	88
28966	87
28967	86
28968	85
28969	84
28970	83
28971	82
28972	81
28973	80
28974	79
28975	78
28976	77
28977	76
28978	75
28979	74
28980	73
28981	72
28982	71
28983	70
28984	69
28985	68
28986	67
28987	66
28988	65
28989	64
28990	63
28991	62
28992	61
28993	60
28994	59
28995	58
28996	57
28997	56
28998	55
28999	54
29000	53
29001	52
29002	51
29003	50
29004	49
29005	48
29006	47
29007	46
29008	45
29009	44
29010	43
29011	42
29012	41
29013	40
29014	39
29015	38
29016	37
29017	36
29018	35
29019	34
29020	33
29021	32
29022	31
29023	30
29024	29
29025	28
29026	27
29027	26
29028	25
29029	24
29030	23
29031	22
29032	21
29033	20
29034	19
29035	18
29036	17
29037	16
29038	15
29039	14
29040	13
29041	12
29042	11
29043	10
29044	9
29045	8
29046	7
29047	7
29048	8
29049	7
29050	7
29051	6
29052	5
29053	218
29054	217
29055	216
29056	215
29057	214
29058	213
29059	212
29060	211
29061	210
29062	209
29063	208
29064	207
29065	206
29066	205
29067	204
29068	203
29069	202
29070	201
29071	200
29072	199
29073	198
29074	197
29075	196
29076	195
29077	194
29078	193
29079	192
29080	191
29081	190
29082	189
29083	188
29084	187
29085	186
29086	185
29087	184
29088	183
29089	182
29090	181
29091	180
29092	179
29093	178
29094	177
29095	176
29096	175
29097	174
29098	173
29099	172
29100	171
29101	170
29102	169
29103	168
29104	167
29105	166
29106	165
29107	164
29108	163
29109	162
29110	161
29111	160
29112	159
29113	158
29114	157
29115	156
29116	155
29117	154
29118	153
29119	152
29120	151
29121	150
29122	149
29123	148
29124	147
29125	146
29126	145
29127	144
29128	143
29129	142
29130	141
29131	140
29132	139
29133	138
29134	137
29135	136
29136	135
29137	134
29138	133
29139	132
29140	131
29141	130
29142	129
29143	128
29144	127
29145	126
29146	125
29147	124
29148	123
29149	122
29150	121
29151	120
29152	119
29153	118
29154	117
29155	116
29156	115
29157	114
29158	113
29159	112
29160	111
29161	110
29162	109
29163	108
29164	107
29165	106
29166	105
29167	104
29168	103
29169	102
29170	101
29171	100
29172	99
29173	98
29174	97
29175	96
29176	95
29177	94
29178	93
29179	92
29180	91
29181	90
29182	89
29183	88
29184	87
29185	86
29186	85
29187	84
29188	83
29189	82
29190	81
29191	80
29192	79
29193	78
29194	77
29195	76
29196	75
29197	74
29198	73
29199	72
29200	71
29201	70
29202	69
29203	68
29204	67
29205	66
29206	65
29207	64
29208	63
29209	62
29210	61
29211	60
29212	59
29213	58
29214	57
29215	56
29216	55
29217	54
29218	53
29219	52
29220	51
29221	50
29222	49
29223	48
29224	47
29225	46
29226	45
29227	44
29228	43
29229	42
29230	41
29231	40
29232	39
29233	38
29234	37
29235	36
29236	35
29237	34
29238	33
29239	32
29240	31
29241	30
29242	29
29243	28
29244	27
29245	26
29246	25
29247	24
29248	23
29249	22
29250	21
29251	20
29252	19
29253	18
29254	17
29255	16
29256	15
29257	14
29258	13
29259	12
29260	11
29261	10
29262	9
29263	8
29264	7
29265	6
29266	5
29267	6
29268	6
29269	6
29270	10
29271	573
29272	572
29273	571
29274	570
29275	569
29276	568
29277	567
29278	566
29279	565
29280	564
29281	563
29282	562
29283	561
29284	560
29285	559
29286	558
29287	557
29288	556
29289	555
29290	554
29291	553
29292	552
29293	551
29294	550
29295	549
29296	548
29297	547
29298	546
29299	545
29300	544
29301	543
29302	542
29303	541
29304	540
29305	539
29306	538
29307	537
29308	536
29309	535
29310	534
29311	533
29312	532
29313	531
29314	530
29315	529
29316	528
29317	527
29318	526
29319	525
29320	524
29321	523
29322	522
29323	521
29324	520
29325	519
29326	518
29327	517
29328	516
29329	515
29330	514
29331	513
29332	512
29333	511
29334	510
29335	509
29336	508
29337	507
29338	506
29339	505
29340	504
29341	503
29342	502
29343	501
29344	500
29345	499
29346	498
29347	497
29348	496
29349	495
29350	494
29351	493
29352	492
29353	491
29354	490
29355	489
29356	488
29357	487
29358	486
29359	485
29360	484
29361	483
29362	482
29363	481
29364	480
29365	479
29366	478
29367	477
29368	476
29369	475
29370	474
29371	473
29372	472
29373	471
29374	470
29375	469
29376	468
29377	467
29378	466
29379	465
29380	464
29381	463
29382	462
29383	461
29384	460
29385	459
29386	458
29387	457
29388	456
29389	455
29390	454
29391	453
29392	452
29393	451
29394	450
29395	449
29396	448
29397	447
29398	446
29399	445
29400	444
29401	443
29402	442
29403	441
29404	440
29405	439
29406	438
29407	437
29408	436
29409	435
29410	434
29411	433
29412	432
29413	431
29414	430
29415	429
29416	428
29417	427
29418	426
29419	425
29420	424
29421	423
29422	422
29423	421
29424	420
29425	419
29426	418
29427	417
29428	416
29429	415
29430	414
29431	413
29432	412
29433	411
29434	410
29435	409
29436	408
29437	407
29438	406
29439	405
29440	404
29441	403
29442	402
29443	401
29444	400
29445	399
29446	398
29447	397
29448	396
29449	395
29450	394
29451	393
29452	392
29453	391
29454	390
29455	389
29456	388
29457	387
29458	386
29459	385
29460	384
29461	383
29462	382
29463	381
29464	380
29465	379
29466	378
29467	377
29468	376
29469	375
29470	374
29471	373
29472	372
29473	371
29474	370
29475	369
29476	368
29477	367
29478	366
29479	365
29480	364
29481	363
29482	362
29483	361
29484	360
29485	359
29486	358
29487	357
29488	356
29489	355
29490	354
29491	353
29492	352
29493	351
29494	350
29495	349
29496	348
29497	347
29498	346
29499	345
29500	344
29501	343
29502	342
29503	341
29504	340
29505	339
29506	338
29507	337
29508	336
29509	335
29510	334
29511	333
29512	332
29513	331
29514	330
29515	329
29516	328
29517	327
29518	326
29519	325
29520	324
29521	323
29522	322
29523	321
29524	320
29525	319
29526	318
29527	317
29528	316
29529	315
29530	314
29531	313
29532	312
29533	311
29534	310
29535	309
29536	308
29537	307
29538	306
29539	305
29540	304
29541	303
29542	302
29543	301
29544	300
29545	299
29546	298
29547	297
29548	296
29549	295
29550	294
29551	293
29552	292
29553	291
29554	290
29555	289
29556	288
29557	287
29558	286
29559	285
29560	284
29561	283
29562	282
29563	281
29564	280
29565	279
29566	278
29567	277
29568	276
29569	275
29570	274
29571	273
29572	272
29573	271
29574	270
29575	269
29576	268
29577	267
29578	266
29579	265
29580	264
29581	263
29582	262
29583	261
29584	260
29585	259
29586	258
29587	257
29588	256
29589	255
29590	254
29591	253
29592	252
29593	251
29594	250
29595	249
29596	248
29597	247
29598	246
29599	245
29600	244
29601	243
29602	242
29603	241
29604	240
29605	239
29606	238
29607	237
29608	236
29609	235
29610	234
29611	233
29612	232
29613	231
29614	230
29615	229
29616	228
29617	227
29618	226
29619	225
29620	224
29621	223
29622	222
29623	221
29624	220
29625	219
29626	218
29627	217
29628	216
29629	215
29630	214
29631	213
29632	212
29633	211
29634	210
29635	209
29636	208
29637	502
29638	501
29639	500
29640	499
29641	498
29642	497
29643	496
29644	495
29645	494
29646	493
29647	492
29648	491
29649	490
29650	489
29651	488
29652	487
29653	486
29654	485
29655	484
29656	483
29657	482
29658	481
29659	480
29660	865
29661	864
29662	863
29663	862
29664	861
29665	860
29666	859
29667	858
29668	857
29669	856
29670	855
29671	854
29672	853
29673	852
29674	851
29675	850
29676	849
29677	848
29678	847
29679	846
29680	845
29681	844
29682	843
29683	842
29684	841
29685	840
29686	839
29687	838
29688	837
29689	836
29690	835
29691	834
29692	833
29693	832
29694	831
29695	830
29696	829
29697	828
29698	827
29699	826
29700	825
29701	824
29702	823
29703	822
29704	821
29705	820
29706	819
29707	818
29708	817
29709	816
29710	815
29711	814
29712	813
29713	812
29714	811
29715	810
29716	809
29717	808
29718	807
29719	806
29720	805
29721	804
29722	803
29723	802
29724	801
29725	800
29726	799
29727	798
29728	797
29729	796
29730	795
29731	794
29732	793
29733	792
29734	791
29735	790
29736	789
29737	788
29738	787
29739	786
29740	785
29741	784
29742	783
29743	782
29744	781
29745	780
29746	779
29747	778
29748	777
29749	776
29750	775
29751	774
29752	773
29753	772
29754	771
29755	770
29756	769
29757	768
29758	767
29759	766
29760	765
29761	764
29762	763
29763	762
29764	761
29765	760
29766	759
29767	758
29768	757
29769	756
29770	755
29771	754
29772	753
29773	752
29774	751
29775	750
29776	749
29777	748
29778	747
29779	746
29780	745
29781	744
29782	743
29783	742
29784	741
29785	740
29786	739
29787	738
29788	737
29789	736
29790	735
29791	734
29792	733
29793	732
29794	731
29795	730
29796	729
29797	728
29798	727
29799	726
29800	725
29801	724
29802	723
29803	722
29804	721
29805	720
29806	719
29807	718
29808	717
29809	716
29810	715
29811	714
29812	713
29813	712
29814	711
29815	710
29816	709
29817	708
29818	707
29819	706
29820	705
29821	704
29822	703
29823	702
29824	701
29825	700
29826	699
29827	698
29828	697
29829	696
29830	695
29831	694
29832	693
29833	692
29834	691
29835	690
29836	689
29837	688
29838	687
29839	686
29840	685
29841	684
29842	683
29843	682
29844	681
29845	680
29846	679
29847	678
29848	677
29849	676
29850	675
29851	674
29852	673
29853	672
29854	671
29855	670
29856	669
29857	668
29858	667
29859	666
29860	665
29861	664
29862	663
29863	662
29864	661
29865	660
29866	659
29867	658
29868	657
29869	656
29870	655
29871	654
29872	653
29873	652
29874	651
29875	650
29876	649
29877	648
29878	647
29879	646
29880	645
29881	644
29882	643
29883	642
29884	641
29885	640
29886	639
29887	638
29888	637
29889	636
29890	635
29891	634
29892	633
29893	632
29894	631
29895	630
29896	629
29897	628
29898	627
29899	626
29900	625
29901	624
29902	623
29903	622
29904	621
29905	620
29906	619
29907	618
29908	617
29909	616
29910	615
29911	614
29912	613
29913	612
29914	611
29915	610
29916	609
29917	608
29918	607
29919	606
29920	605
29921	604
29922	603
29923	602
29924	601
29925	600
29926	599
29927	598
29928	597
29929	596
29930	595
29931	594
29932	593
29933	592
29934	591
29935	590
29936	589
29937	588
29938	587
29939	586
29940	585
29941	584
29942	583
29943	582
29944	581
29945	580
29946	579
29947	578
29948	577
29949	576
29950	575
29951	574
29952	573
29953	572
29954	571
29955	570
29956	569
29957	568
29958	567
29959	566
29960	565
29961	564
29962	563
29963	562
29964	561
29965	560
29966	559
29967	558
29968	557
29969	556
29970	555
29971	554
29972	553
29973	552
29974	551
29975	550
29976	549
29977	548
29978	547
29979	546
29980	545
29981	544
29982	543
29983	542
29984	541
29985	540
29986	539
29987	538
29988	537
29989	536
29990	535
29991	534
29992	533
29993	532
29994	531
29995	530
29996	529
29997	528
29998	527
29999	526
30000	525
30001	524
30002	523
30003	522
30004	521
30005	520
30006	519
30007	518
30008	517
30009	516
30010	515
30011	514
30012	513
30013	512
30014	511
30015	510
30016	509
30017	508
30018	507
30019	506
30020	505
30021	504
30022	503
30023	502
30024	501
30025	500
30026	499
30027	498
30028	497
30029	496
30030	495
30031	494
30032	493
30033	492
30034	491
30035	490
30036	489
30037	488
30038	487
30039	486
30040	485
30041	484
30042	483
30043	482
30044	481
30045	480
30046	479
30047	478
30048	477
30049	476
30050	475
30051	474
30052	473
30053	472
30054	471
